City,Name,Address
Queens,The Delancey,168 Delancey St
Queens,Duff's Brooklyn,168 Marcy Ave
Queens,Wickedness Bar & Lounge,171-02 Jamaica Ave
Queens,Revel Restaurant & Bar,835 Franklin Ave
Queens,China Bar,133-48 37th Ave
Queens,Rooftop 93,93 Bowery
Queens,On Now Lounge,431 7th Ave
Queens,Havana Dreams,30-07 Newtown Ave
Queens,Chez Zou,385 Ninth Ave
Queens,Panorama Room,22 N Loop Rd
Queens,Vida Garden,16 Armory St
Queens,Secret Pour,1114 DeKalb Ave
Queens,Dunns River Lounge,93 N Park Ave
Queens,Grand Republic Cocktail Club,19 Greenpoint Ave
Queens,The Ragtrader & Bo Peep Cocktail and Highball Store,70 W 36th St
Queens,Lillie's Victorian Establishment,249 W 49th St
Queens,Roy’s Roti Shop And Lounge,189-09 Jamaica Ave
Queens,Bemelmans Bar,35 E 76th St
Queens,Don Coqui,107 Mamaroneck Ave
Queens,The Wallace Lounge,242 W 76th St
Queens,The Cabin NYC,205 E 4th St
Queens,Nothing Really Matters,1627 Broadway
Queens,The Flatiron Room - Murray Hill,9 E 37th St
Queens,K. Pacho,1270 Union Tpke
Queens,Verlaine,110 Rivington St
Queens,La Barrica Bar & Grill,79-17 Atlantic Ave
Queens,Saint Tuesday,24 Cortlandt Aly
Queens,The Living Room,W New York - Times Square
Queens,Caribbean Cabana,116-02 Jamaica Ave
Queens,Hush Restaurant & Lounge,24105 Linden Blvd
Queens,The Living Room II,125 St Anns Ave
Queens,PS,300 Spring St
Queens,Carmelo's,1544 Dekalb Ave
Queens,Good Room,98 Meserole Ave
Queens,Spare Lounge Bar & Social,550 9th Ave
Queens,Lou Lou Lounge,1836 McDonald Ave
Queens,Studio,201 Park Ave S
Queens,Amaru Pisco bar,84-13 Northern Blvd
Queens,The Living Room,153 West 57th St
Queens,Ascent Lounge,10 Columbus Cir
Queens,Social Play Haus,200 Express St
Queens,The Local Bar and Cafe,13-02 44th Ave
Queens,Dive Bar LIC,33-10 36th Ave
Queens,Living Room,225 River St
Queens,Sushi By Bou - Bayside,38-29 Bell Blvd
Queens,Katherine,41 W 35th St
Queens,La Boom Night Club,56-15 Northern Blvd
Queens,El Coyote - Forest Hills,70-09 Austin St
Queens,Bourbon Street,4012 Bell Blvd
Queens,Silk Restaurant And Lounge,222 Avenue U
Queens,Bossa Nova Civic Club,1271 Myrtle Ave
Queens,Fitoor Cafe & Grill,179-22 Union Tpke
Queens,Virgin Atlantic Clubhouse,JFK Expy & S Cargo Rd
Queens,Mesita,212 Merrick Rd
Queens,Silver Lining Lounge,145 Bowery
Queens,The T5 Rooftop & Wooftop Lounge,John F Kennedy International Airport Jfk
Queens,Blinky's Bar,609 Grand St
Queens,Brooklyn Social,335 Smith St
Queens,Little Street Lounge,126 Hamilton Pl
Queens,Death & Co,433 E 6th St
Queens,The Tippler,425 W 15th St
Queens,Saga,70 Pine St
Queens,Salsa Con Fuego,2297 Cedar Ave
Queens,Korean Air Prestige Lounge,107-11 Van Wyck Expy
Queens,9 Degree Golf Simulator Bar & Restaurant,1642 Schlosser St
Queens,Gatsby's Landing,1362 Old Northern Blvd
Queens,MO Lounge,80 Columbus Cir
Queens,Starchild Rooftop,305 W 48th St
Queens,Kimoto Rooftop,228 Duffield St
Queens,Elite Williamsburg,128 Metropolitan Ave
Queens,The Back Room,102 Norfolk St
Queens,The Gold Room,455 Madison Ave
Queens,Anable Basin Sailing Bar & Grill,4-40 44th Dr
Queens,The Bad Old Days,1684 Woodbine St
Queens,Turkish Airlines Lounge JFK Airport Terminal 1,500 Terminal Dr
Queens,Hombres Lounge,85-28 37th Ave
Queens,Kelly's Pub,13611 41st Ave
Queens,Lambda Lounge,2256 Adam Clayton Powell Jr Blvd
Queens,Roxy's,22-79 Steinway St
Queens,Underground,104-09 123rd St
Queens,Ophelia,3 Mitchell Pl
Queens,Jackbar,143 Havemeyer St
Queens,Zig Zag Tiki Bar,382 Marcus Garvey Blvd
Queens,Chase Sapphire Lounge,19 Fulton St
Queens,Vanguard Wine Bar,189 Amsterdam Ave
Queens,Pineapple Club,509 E 6th St
Queens,Amadeus,79-51 Albion Ave
Queens,La Grande Boucherie,145 W 53rd St
Queens,Jora Restaurant & Bar,47-46 11th St
Queens,Harlem Nights Bar,2361 7th Ave
Queens,The Village Underground,130 W 3rd St
Queens,Lucky’s Cocktail Lounge,334 Marcus Garvey Blvd
Queens,Oracle Lounge,2937 Atlantic Ave
Queens,Kabu Bar & Lounge,85-09 Northern Blvd
Queens,Signal,16215 Depot Rd
Queens,Cafe Plus Fulton,1516 Fulton St
Queens,PROHIBITIONS END BAR AND GRILL,765 Pelham Rd
Queens,Lounge 43,3229 Westchester Ave
Queens,Club House Sports Bar & Lounge,17 Williams Ave
Queens,Tha Cafe Lounge,22507 Linden Blvd
Queens,Thyme Bar,20 W 23rd St Cellar
Queens,Native,911 Broadway
Queens,Baraki,38-29 Bell Blvd
Queens,LUNA  Asian Bistro & Lounge,32-72 Steinway St
Queens,On The Rocks,696 10th Ave
Queens,Layaly Cafe,4409 Broadway
Queens,2nd Floor Bar & Essen,1442 1st Ave
Queens,Bushwick Public House,1288 Myrtle Ave
Queens,Carla,25-03 40th Avenue
Queens,Delta Sky Club,
Queens,The Lavish Venue,114-69 Farmers Blvd
Queens,Ross Code Lounge,117-15 101st Ave
Queens,Lovers of Today,132 1/2 E 7th St
Queens,The Mark Hotel Bar,25 E 77th
Queens,Sugar N Coal,63-12 Broadway
Queens,Oo Bar & Lounge,137-72 Northern Blvd
Queens,Crazy Willy's,117-10 Jamaica Ave
Queens,48 Lounge,1221 Ave Of The Americas
Queens,The Nines,9 Great Jones St
Queens,Bar Felice,1591 1st Ave
Queens,Somewhere Nowhere NYC,112 W 25th St
Queens,Temple Bar,332 Lafayette St
Queens,Little Sister,112 E 11th St
Queens,Arthouse Bar,2178 Bdwy W 77th St
Queens,Sweet Spot,2272 31st St
Queens,The Top of the Standard,848 Washington St
Queens,"Inn at Great Neck, BW Premier Collection",30 Cuttermill Rd
Queens,Lufthansa First Class Lounge,Jfk International Airport
Queens,Sugar Monk,2292 Frederick Douglass Blvd
Queens,J.Bespoke,121 E 27th St
Queens,Pulse Zero Bar and Cocktail Lounge,224-01 Linden Blvd
Queens,PHD Rooftop Lounge at Dream Downtown,355 W 16th St
Queens,Lounge On Pearl,88 Wall St
Queens,Xhale,70-11 Austin St
Queens,Dumbo House,55 Water St
Queens,Diggy's Lounge,46 Norman Ave
Queens,Cove Lounge,325 Malcolm X Blvd
Queens,Rubi Rosa,84-07 Northern Blvd
Queens,Mr. Purple,180 Orchard St
Queens,Mr. Dre's Kitchen Bar,122-07 15th Ave
Queens,Metropolitan Club,1 E 60th St
Queens,Destino Lab,185 Elmora Ave
Queens,Sweet Afton,30-09 34th St
Queens,Grey Dolphin Restaurant And Lounge,22320 Linden Blvd
Queens,Scotty’s Bar & Grill,172 Piermont Rd
Queens,Cue Bar,45-18 Bell Blvd
Queens,Peachy's,5 Doyers St
Queens,TBA Brooklyn,395 Wythe Ave
Queens,Kyma,1446 Old Northern Blvd
Queens,The Rum House,228 W 47th St
Queens,The Oasis Cafe,196-30 Northern Blvd
Queens,The Roosevelt,356 Paterson Ave
Queens,Black Rabbit,91 Greenpoint Ave
Queens,Patent Pending,49 W 27th St
Queens,Al Nar Hookah Lounge,271-21 Union Tpke
Queens,Elixir Lounge & Restaurant,105-06 Jamaica Ave
Queens,RH Rooftop Restaurant New York,9 9th Ave
Queens,HiLot,102 Loisaida Ave
Queens,Dante,79-81 Macdougal St
Queens,Ye's Apothecary,119 Orchard St
Queens,Black Flamingo,168 Borinquen Pl
Queens,Night of Joy,667 Lorimer St
Queens,Maracas,121-08 Jamaica Ave
Queens,Gems Bar Lounge,1595 Broadway
Queens,Buttumak,150-05 Northern Blvd
Queens,Hotel Delmano,82 Berry St
Queens,Bungalow Bar,377 Beach 92nd St
Queens,The Dead Poet,450 Amsterdam Ave
Queens,Bea,403 W 43rd St
Queens,Rainbow Room,30 Rockefeller Plz
Queens,Casa Restaurant & Lounge,3607 E Tremont Ave
Queens,Sky Lounge,66 Rockwell Pl
Queens,ALL ThingZ Venue,2741 Fulton St
Queens,The Rockaway Hotel,108-10 Rockaway Beach Dr
Queens,Delta Sky Club,John F Kennedy International Airport
Queens,L.I.C. Bar,4558 Vernon Blvd
Queens,Privilege Lounge,140 Graham Ave
Queens,Duane Park,308 Bowery
Queens,The Maze,32 W 32nd St
Queens,Peak,30 Hudson Yards
Queens,Illusions Hookah & Mixology Lounge,3229 Westchester Ave
Queens,Subject,188 Suffolk St
Queens,Dutch Freds,307 W 47th St
Queens,Soju Haus,315 5th Ave
Queens,Bar Cima,30 W 39th St
Queens,Rosevale Cocktail Room,305 W 48th St
Queens,Oscar Wilde,45 W 27th St
Queens,The Honey Well,3604 Broadway
Queens,Anotheroom,249 W Broadway
Queens,Speakeasy,1032 W Beech St
Queens,Somewhere in Nolita,30 Kenmare St
Queens,Mera ,282 Kings Hwy
Queens,Ampersand,294 3rd Ave
Queens,Q102 Poolhall & Lounge,102-14 Jamaica Ave
Queens,Westlight,111 N 12th St
Queens,D’Garden Caribbean Bar & Grill,4617 Avenue D
Queens,Jimmy,15 Thompson St
Queens,Pata Paplean,76-21 Woodside Ave
Queens,Tanner Smiths,204 W 55th St
Queens,Loveras 2843 Lounge,2942-2944 Fulton St
Queens,The Auction House,300 E 89th St
Queens,The Seville,22 E 29th St
Queens,Drink,768 Franklin Ave
Queens,Saint Vitus,1120 Manhattan Ave
Queens,Sama Street,988 Manhattan Ave
Queens,Tropical Fantasy Bar & Lounge,17232 Jamaica Ave
Queens,Rose Lane,36 Central Park S
Queens,Ludlow House,139 Ludlow St
Queens,MADE Hotel,44 W 29th St
Queens,Deja Vu Restaurant & Lounge,301 W 151st St
Queens,King Of Spades,14-25 College Point Blvd
Queens,Harriet's Rooftop,60 Furman St
Queens,Vegoist,35-43 37th St
Queens,Wiggle Room,9 Avenue A
Queens,The Rose Room,45 7th St
Queens,Charlotte's Speakeasy,294 Main St
Queens,Bodega 88,573 Columbus Ave
Queens,Wild Onion,11908 Merrick Blvd
Queens,The Emerson,561 Myrtle Ave
Queens,Le Chalet,8 E 50th St
Queens,Caledonia Bar,1609 2nd Ave
Queens,American Airlines Chelsea Lounge,Van Wyck & JFK Expressway
Queens,Plush101 lounge,53 Weschester Square
Queens,5th & Mad,7 E 36th St
Queens,Straylight,32 Mulberry St
Queens,Body English Tuesdays,440 Old Country Rd
Queens,Flava II Restaurant & Lounge,8920 Avenue D
Queens,The Campbell,15 Vanderbilt Ave
Queens,Dear Irving,55 Irving Pl
Queens,Joyface,104 Avenue C
Queens,Beatstro,135 Alexander Ave
Queens,Rarities,455 Madison Ave
Queens,Paper Planes,154 Orchard St
Queens,Bar 718,718 5th Ave
Queens,As Is NYC,734 10th Ave
Queens,The Friki Tiki,357 W 44th St
Queens,Milk and Roses,35 Box St
Queens,The Rickey,210 W 55th St
Queens,Fig. 19,131 Chrystie St
Queens,Kakes NYC,10-43 44th Dr
Queens,Sapphire Lounge and Cafe,102 Rockaway Ave
Queens,Lounge 247,247 Eldridge St
Queens,Plan B,34 W 32nd St
Queens,LAVO Nightclub,39 E 58th St
Queens,Wild Orchid Bar And Lounge,111-48 Lefferts Blvd
Queens,Roof At 66 Park,66 Park Ave E 38th St
Queens,Bunton's World Famous,1005 Broadway
Queens,Elsie Rooftop,1412 Broadway
Queens,Magic Hour Rooftop Bar & Lounge,485 7th Ave
Queens,NR,339 E 75th St
Queens,Park Avenue Tavern,99 Park Ave
Queens,W XYZ Bar,216 Duffield St
Queens,Lion's Roar Karaoke House,187 Meserole St
Queens,Tiki Chick,517 Amsterdam Ave
Queens,Good Behavior,44 W29th St
Queens,Bedford Falls,206 E 67th St
Queens,Noree ,274 Grand St
Queens,The Bar Room,117 E 60th St
Queens,Townhouse 275,275 94th St
Queens,Lizard Lounge,240 W 54th St
Queens,The Shakespeare,24 E 39th St
Queens,Press 195 - Bayside,4011 Bell Blvd
Queens,& Son Steakeasy,62 W 9th St
Queens,Breezes Island Grill Restaurant and Lounge,230-06 & 08 S Conduit Ave
Queens,Dick and Jane's,266 Adelphi St
Queens,Moods Lounge & Cafe,269 W Merrick Rd
Queens,FREEHOLD,45 S 3rd St
Queens,Basement,45 Mott St
Queens,Sip N Chat Cocktail Lounge,2910 Avenue D
Queens,"The Beekman, A Thompson Hotel",123 Nassau St
Queens,The Rosemont,63 Montrose Ave
Queens,South Beach Bar & Grill,476 Main St
Queens,Suite 704  Restaurant,704 Nostrand Ave
Queens,Mad Donkey Beer Bar & Grill,3207 36th Ave
Queens,Mi Casita Lounge,264 Soundview Ave
Queens,Beat Mazesoba,161-23 Crocheron Ave
Queens,Tribeca Rooftop,2 Desbrosses St
Queens,67 Orange Street,2082 Frederick Douglas Blvd
Queens,Attaboy,134 Eldridge St
Queens,Loulou Petit Bistro & Speakeasy,176 8th Ave
Queens,La Nueva Elegancia Restaurant & Lounge ,572 57th St
Queens,Sandbar Rooftop,152 W 26th St
Queens,Zurangtapas ,41-14 162nd St
Queens,Dynaco,1112 Bedford Ave
Queens,Leonard's Palazzo,555 Northern Blvd
Queens,STK Steakhouse Rooftop NYC,26 Little West 12th St
Queens,Solas,232 E 9th St
Queens,Buer Pub,39-16 College Point Blvd
Queens,Five 13 Liquor Lounge,794 Franklin Ave
Queens,Cafe Regal,225-07 Linden Blvd
Queens,ART SoHo,231 Hudson St
Queens,Cibar,56 Irving Pl
Queens,The Otheroom,143 Perry St
Queens,Refinery Rooftop,63 W 38th St
Queens,333 Lounge,333 Flatbush Ave
Queens,ART NoMad - Arlo Roof Top,11 E 31st St
Queens,S Bar New York,398 10th Ave
Queens,Blu Room Bar & Lounge,643 Vanderbilt Ave
Queens,Overstory,70 Pine St
Queens,Cello Wine & Cocktail Bistro,226 E 53rd St
Queens,The Gutter,10-22 46th Ave
Queens,Central Lounge,20-30 Steinway St
Queens,Raines Law Room at the William,24 E 39th St
Queens,Jungle Bird,174 8th Ave
Queens,The Gibson,108 Bedford Ave
Queens,690 Park Restaurant Bar & Lounge,690 Anderson Ave
Queens,Social Cues - BSA,35 Meadow St
Queens,BLU 33 Rooftop,325 West 33rd St
Queens,No Bull,1059 Flushing Ave
Queens,Mace,35 W 8th St
Queens,Two E Bar/Lounge,2 E 61st St
Queens,The New Vibe Lounge,60 N Park Ave
Queens,AURA Restaurant & Bar,159 Main St
Queens,Undercote,16 W 22nd St
Queens,Dear Irving on Hudson,310 W 40th St
Queens,Ultra Lanes Baldwin,2407 Grand Ave
Queens,Bar SixtyFive,30 Rockefeller Plz
Queens,The Garden,331 Morris Ave
Queens,The Belfry,222 E 14th St
Queens,Hibiscus Restaurant & Bar,221-13 Jamaica Ave
Queens,Bubo,515 3rd Ave
Queens,Pearl's Social & Billy Club,40 Saint Nicholas Ave
Queens,Hidden Lane Bar,129 E 15th St
Queens,Treadwell Park,1125 1st Ave
Queens,Lynx Lounge,10407 Liberty Ave
Queens,Goodas Bar & Lounge,971 E New York Ave
Queens,The Met Cantor Rooftop & Garden,1000 5th Ave
Queens,Space Billiard Pool Hall & Sports Bar,34 W 32nd St
Queens,Bar 360,110-00 Rockaway Blvd
Queens,Library of Distilled Spirits,80 13th St
Queens,Lips - New York,227 E 56th St
Queens,Dolly Varden,302 W 51st St
Queens,Pencil Factory Bar,142 Franklin St
Queens,cloudM Rooftop Bar Bowery,189 Bowery
Queens,Barcelona Bar,923 8th Ave
Queens,The Billiard Company,7049 Austin St
Queens,The Polo Bar,1 E 55th St
Queens,Vista Penthouse Ballroom & Catering,27-05 39th Ave
Queens,Ada's Place,515 W 38th St
Queens,Mood Ring,1260 Myrtle Ave
Queens,Myst Lounge,2086 Coney Island Ave
Queens,Maracuja Bar & Grill,279 Grand St
Queens,Air France Lounge,Jfk Expy
Queens,Syndicated Bar Theater Kitchen,40 Bogart St
Queens,The Parlour Room,70 W 36th St
Queens,78 Lounge / Restaurant,1564 Union Ave
Queens,Latin Grooves Bar and Lounge,68 Canal St
Queens,Russian Vodka Room,265 W 52nd St
Queens,Cabana Lounge,1836 McDonald Ave
Queens,The Up & Up,116 MacDougal St
Queens,Rooftop at Exchange Place,1 Exchange Pl
Queens,Do Not Disturb,285 W 12th St
Queens,The Fat Black Pussycat,130 W 3rd St
Queens,Holywater,112 Reade St
Queens,House Of Wax,445 Albee Square W
Queens,Life Rooftop,120 W 57th St
Queens,K32 Rooftop Bar,17 W 32nd St
Queens,Shrine World Music Venue,2271 Adam Clayton Powell Blvd
Queens,Tipsy NoMad,37 E 28th St
Queens,Kachè Restaurant and Lounge,2192 Flatbush Ave
Queens,Dirty French,180 Ludlow St
Queens,The Gin Parlour,111 E 48th St
Queens,Parlay Cafe,1780 Amsterdam Ave
Queens,The Dakota Bar,53 W 72nd St
Queens,Besito Mexican Restaurant - Roslyn,1516 Old Northern Blvd
Queens,Scorpion Hookah Lounge & Cafe,723 Fulton Ave
Queens,The Sentry - Flatiron,37 W 24th St
Queens,Cafe 1 Of A Kind,255-13 Northern Blvd
Queens,Cedric's At The Shed,545 W 30th St
Queens,Little Branch,22 7th Ave S
Queens,The Kutty,2525 Boston Rd
Queens,The Flushing DIY KTV flagship,20-07 127th St
Queens,Excuse My French,96 Orchard St
Queens,Dizzy's Club,10 Columbus Cir
Queens,The Woods,48 S 4th St
Queens,The Penrose,1590 2nd Ave
Queens,Recreation,26 Ann St
Queens,L'Wren,4004 5th Ave
Queens,L'Onda Lounge,80 W Broadway
Queens,The Guthrie Inn,1259 Park Ave
Queens,Zona De Cuba,558 Grand Concourse
Queens,Midnights,149 N 6th St
Queens,Superstar KTV,42-06 College Point Blvd
Queens,Butterfly SOHO,60 Thompson St
Queens,Ten Hope,10 Hope St
Queens,Sincerely Ophelia,221 2nd Ave
Queens,Botanica Bar,47 E Houston St
Queens,Mezzrow,163 W 10th St
Queens,Il Bacco Ristorante,25324 Northern Blvd
Queens,Livingston Manor,42 Hoyt St
Queens,Juniper Bar,237 W 35th St
Queens,Caprice,3108 Astoria Blvd
Queens,SPIN New York,48 E 23rd St
Queens,Union Hall,702 Union St
Queens,Garfunkel's,67 Clinton St
Queens,Blueprint,196 5th Ave
Queens,The Plaza,768 5th Ave
Queens,Patrona Fusion Restaurant,759 Farragut Pl
Queens,Berry Park,4 Berry St
Queens,Khan Lounge,25-81 Steinway St
Queens,Sugar Cane Rum Village,472 Franklin Ave
Queens,Sands of Persia,25-01
Queens,Juke Bar,196 2nd Ave
Queens,SiF Lounge,88-19 31st Ave
Queens,Maison Premiere,298 Bedford Ave
Queens,Basquiat's Bottle,1198 Fulton St
Queens,BKLYN PRIME,4315 Farragut Rd
Queens,Friends and Lovers,641 Classon Ave
Queens,Mollusca,1 Little W 12th St
Queens,Aso Rock Lounge & Restaurant,13824 Farmers Blvd
Queens,Brooklyn Bowl,61 Wythe Ave
Queens,Fresh Kills Bar,161 Grand St
Queens,286 South,286 Richmond Valley Rd
Queens,Helen's,22 1/2 Ninth Ave
Queens,Spanglish Bar & Restaurant,6697 Broadway
Queens,W XYZ Bar,2296 Frederick Douglass Blvd
Queens,T Bar,116 E 60th St
Queens,Son Cubano Restaurant On The Hudson,40-4 Riverwalk Pl
Queens,Up on 20 Rooftop Bar and Lounge,30-32 W 31st St
Queens,Marbella Lounge,610 Broadway
Queens,The Crown Inn,724 Franklin Ave
Queens,Oiji Mi,17 W 19th St
Queens,Addictive Wine and Tapas Bar,87-01 Northern Blvd
Queens,Pico,419 Beach 129th St
Queens,Apotheke,9 Doyers St
Queens,The Highwood,500 Ave At Port Imperial
Queens,Living Room Bar,8 Albany St
Queens,Sid Gold's Request Room,165 W 26th St
Queens,Lazy Point,310 Spring St
Queens,Hold Fast Kitchen & Spirits,364 W 46th St
Queens,Bar B,84 7th Ave
Queens,His & Hers Bar & Lounge,259 Post Ave
Queens,Oui Cocktail Lounge,1480 Flatbush Ave
Queens,Republica,160 Dyckman St
Queens,Casa Rubio Restaurant Cor,98-05 Northern Blvd Flr Grd
Queens,Street Taco,2672 Broadway
Queens,Young Ethel's,506 5th Ave
Queens,The Headless Widow,99 1st Ave
Queens,Sofia Wine Bar,242 E 50th St
Queens,Silver Point Beach Club,2189 Atlantic Blvd
Queens,Bonita By The River,190 River Rd
Queens,Sake Bomb Bar & Lounge,133-16 39th Ave B
Queens,Society Liquor Lounge and Cafe,1050 Wall St W
Queens,Bar Marseille Rockaway,190 Beach 69th St
Queens,Delia's Lounge & Restaurant,9224 3rd Ave
Queens,Venue Lounge & Restaurant,165 Tuckahoe Rd
Queens,Tooker Alley,793 Washington Ave
Queens,OS NYC,50 Bowery St
Queens,The Cuban,987 Stewart Ave
Queens,Allure Lounge,415-417 Halsey St
Queens,Pier 132,789 E 132nd St
Queens,Tropix On The Mile,395 Woodcleft Ave
Queens,Chloe's Restaurant & Lounge,9413 Ave L
Queens,Quin Bar NYC,30 Hudson Yards
Queens,Union Square Lounge,30 E 16th St
Queens,Lyfe,1173 Dickinson St
Queens,Nebula,135 W 41st St
Queens,The Grand Salon and The Bar,28 W 53rd St
Queens,Print,653 11th Ave
Queens,Pegasus Lounge,258-15 Hillside Ave
Queens,Prohibition,503 Columbus Ave
Queens,Bar Seine,37 E 64th St
Queens,Jouvay,147-02 Liberty Ave
Queens,La Mayoría,110 Ackerman Ave
Queens,Majlis Restaurant & Lounge,248-05 Union Tpke
Queens,Pinks,242 E 10th St
Queens,Bar Chrystie,215 Chrystie St
Queens,The James Club Sky Lobby,27 Grand St
Queens,The Dead Rabbit Grocery & Grog,30 Water St
Queens,Analogue,19 W 8th St
Queens,Martiny's,121 E 17th St
Queens,Republic 23,87 S Washington Ave
Queens,The Core Club,66 E 55th St
Queens,The Long Island Bar,110 Atlantic Ave
Queens,Nirvana Lounge & Cafe,558 Gramatan Ave
Queens,Andalucia bar & lounge,1336 Bushwick Ave
Queens,Fiesta Bar & Restaurant,4640 3rd Ave
Queens,Bar Moga,128 W Houston St
Queens,Corner Social,321 Malcolm X Blvd
Queens,Pocha 32,15 W 32nd St
Queens,NoHu Rooftop Bar & Restaurant,550 Ave At Port Imperial
Queens,Dream Baby,162 Avenue B
Queens,Vistamar,565 City Island Ave
Queens,The Shore Thing Lounge,144 Shore Rd
Queens,Cellar 335,335 Newark Ave
Queens,One OneFour Bar,114 East 32nd St
Queens,Mamajuana Cafe The Bronx,3233 E Tremont Ave
Queens,Catch 22,7221 3rd Ave
Queens,VERSA,218 W 35th St
Queens,Pa-Nash Eurosoul Catering & Events,144-14 243rd St
Queens,Lantern's Keep,49 W 44th St
Queens,Festival Café,1155 2nd Ave
Queens,Lot45,411 Troutman St
Queens,Harlem Hookah,381 Lenox Ave
Queens,Seasons 52,630 Old Country Rd
Queens,Tip Top Bar & Grill,432 Franklin Ave
Queens,Cantina Rooftop,605 W 48th St
Queens,The Spot,599 10th Ave
Queens,The Baroness Bar Burgers + Beer,47-18 Vernon Blvd
Queens,Ardesia Wine Bar,510 W 52nd St
Queens,Madison Club Lounge,45 East 45th St
Queens,929 LIC,42-45 27th St
Queens,Zombie Hut,273 Smith St
Queens,Carnegie Club,156 West 56th St
Queens,Room 990 Bar and Lounge,990 Broadway
Queens,The Factory 380,380 3rd Ave
Queens,The Sefton,1373 1st Ave
Queens,Da Capo Columbus,322 Columbus Ave
Queens,The Garret,296 Bleecker St
Queens,High Dive,243 5th Ave
Queens,Social Cues - The Gallery,236 Water St
Queens,Kilo Bravo,180 N 10th St
Queens,Gitana Hookah Lounge,1610 Saint Nicholas Ave
Queens,Elmekkah Bar and Grill,277 Wyckoff Ave
Queens,Ode To Babel,772 Dean St
Queens,Zoe Restaurant Bar & Lounge,1559 Nicholas Ave
Queens,Victory Restaurant & Lounge,221 W 38th St
Queens,El Quijote,226 W 23rd St
Queens,Saints and Scholars,790 McLean Ave
Queens,Connolly's Bar,155 Beach 95th St
Queens,The Blond,11 Howard St
Queens,124 Old Rabbit Club,124 MacDougal St
Queens,Sharlene's,353 Flatbush Ave
Queens,Haswell Green's,240 W 52nd St
Queens,Kaia Wine Bar,1614 3rd Ave
Queens,Aladdin Hookah Lounge,25-57 Steinway St
Queens,Esme,999 Manhattan Ave
Queens,Robert,2 Columbus Cir
Queens,Le Bain,444 West 13th St
Queens,Sake Bar Decibel,240 E 9th St
Queens,Pil Pil,265 E 78th St
Queens,Porchlight,271 11th Ave
Queens,Maison Pickle,2315 Broadway
Queens,Round1 Hicksville,358 N Broadway Mall
Queens,Alphabet Bar & Café,112 E 11th St
Queens,Impulse Lounge,129-04 Liberty Ave
Queens,One Star,147 W 24th St
Queens,GO Sports Bar & Lounge,289 South Broadway
Queens,Nubeluz,25 W 28th St
Queens,VIDA NYC Steakhouse,30-27 Steinway St
Queens,Cedar Local,25 Cedar St
Queens,The Empire Rooftop,44 W 63rd St
Queens,Belo Bar & Kitchen ,104 Hudson St
Queens,The Gray Mare,61 2nd Ave
Queens,Bijoux Lounge,57 Gansevoort St
Queens,The Legends Lounge NYC,2509 Adam Clayton Powell Junior Blvd
Queens,Kokomo,65 Kent Ave
Queens,Sweet Polly,71 6th Ave
Queens,Brandy Library,25 N Moore St
Queens,Lillie's Victorian Establishment,13 E 17th St
Queens,Happiness Lounge,1458 St Johns Pl
Queens,Amor y Amargo,443 E 6th St
Queens,Katana Kitten,531 Hudson St
Queens,The Blind Pig,174 Martine Ave
Queens,Prestige Restaurant & Lounge,2402 86th St
Queens,Four Five Six,199 Richardson St
Queens,Playroom NYC,3964 10th Ave
Queens,The Patio Bar by David Burke,45 7th St
Queens,Pier 115,115 River Rd
Queens,The Lookup,45 W 35th St
Queens,Bar Pleiades,20 E 76th St
Queens,D'Haven,58-02 37th Ave
Queens,Conmigo,1685 1st Ave
Queens,Blue Ribbon Sushi Bar & Grill-Roof Deck,308 W 58th St
Queens,Vida Nyc,3027 Steinway St
Queens,Dark Bullet Sake & Oyster Bar,154 W 72nd St
Queens,Pretty Ricky’s,101 Rivington St
Queens,230 Fifth Rooftop Bar,230 5th Ave
Queens,The Grand Wine Bar & Karaoke,42 Broad Ave
Queens,Bar 54,135 W 45th St
Queens,Judge Roy Bean Public House,38 W 56th St
Queens,Shake Rattle N Roll Pianos,44 East 32nd St
Queens,Rúmí Café & Hookah Lounge,1881 Victory Blvd
Queens,The Lexington Social,1634 Lexington Ave
Queens,Sweet & Vicious,5 Spring St
Queens,Space Ping Pong Lounge & Bar,22 W 32nd St
Queens,G-Bar,575 Grand Concourse
Queens,Hawksmoor,109 E 22nd St
Queens,Bar Blondeau,80 Wythe Ave
Queens,Employees Only,510 Hudson St
Queens,The Immigrant,341 E 9th St
Queens,High Bar NYC,346 W 40th St
Queens,Opus Lounge,417 W 202nd St
Queens,Singlish,17 E 13th St
Queens,The Stayton Room,140 East 48th St
Queens,HAVEN Riverfront Restaurant and Bar,2 Main St
Queens,Agenda Restaurant,28-18 31st St
Queens,NY Tracks Cafe,1556 Ralph Ave
Queens,Tao,625 Madison Ave
Queens,Monarch Rooftop,71 W 35th St
Queens,Istanbul Cafe,1905 White Plains Rd
Queens,District Social,252 W 37th St
Queens,Playground Bar & Bistro And Taitoon Thai Karaoke,7130 Roosevelt Ave
Queens,District M,700 8th Ave
Queens,The Bar Room at The Modern,9 W 53rd St
Queens,A'dar Cafe & Lounge,1637 Park Ave
Queens,Banzarbar,End Of Freemans Aly
Queens,Broken Land,105 Franklin St
Queens,Bowlero Queens,69-10 34th Ave
Queens,The Narrows,1037 Flushing Ave
Queens,Parker's at Thompson Central Park,119 W 56th St
Queens,Thai Rock,375 Beach 92nd St
Queens,The Three Monkeys,236 W 54th St
Queens,Bonnie Vee,17 Stanton St
